"Country Name","Country Code","Year","Agriculture (% GDP)","Ease of Doing Business","Education Expenditure (% GDP)","Export (% GDP)","GDP","Health Expenditure (% GDP)","Import (% GDP)","Industry (% GDP)","Inflation Rate","R&D","Service (% GDP)","Unemployment","Population","Land","Continent Name","Export","Import","Education Expenditure","Health Expenditure","Net Trade","GDP Per Capita","Population Density"
"India","IND",2018,16.0316306863431,67.49639,16.6353797912598,19.9278285988562,2702929639861.5,2.8584938,23.6891407335327,26.412091901691,3.93882646691634,17723920772.8622,48.4315663154935,7.65,1369003306,3287260,"Asia",538635185779.281,640300806315.159,449642611081.491,77263076173.8033,-101665620535.878,1974.37773014516,416.457264104452
"India","IND",2019,16.7555683032837,71.04511,16.7286491394043,18.664264897257,2835606242052.48,2.94352531,21.2411386333872,24.5914753077056,3.72950573539126,21193589651.3654,50.0849578541848,6.51,1383112050,3287260,"Asia",529245060459.829,602315052971.348,474358619208.007,83466787426.7546,-73069992511.519,2050.16378973235,420.749210588758
"India","IND",2020,18.635531272019,61.98211,16.5401592254639,18.705247356868,2671595389575.7,2.95919013,19.0988780045256,25.0202542440988,6.62343677628532,19967757004.2884,48.0681034892367,10.195,1396387127,3287260,"Asia",499728525994.816,510244744229.593,441886131295.973,79057587081.8592,-10516218234.7774,1913.21972103492,424.787551638751
"India","IND",2021,17.3262632465423,61.98211,14.0625068545342,21.5143885990188,3150306834279.65,3.54577462952381,24.1532946047971,26.0713492932602,5.13140747176369,23545691687.1815,47.9443521945913,7.713,1407563842,3287260,"Asia",677769254388.371,760902890638.621,443012114509.434,111702780482.042,-83133636250.2499,2238.12713873311,428.187561069097
"India","IND",2022,16.6183527742932,61.98211,14.0625068545342,22.4494377646999,3385089881935.39,3.54577462952381,26.9236562932426,25.6208066930625,6.6990341407985,25300482424.8091,48.5828246313961,7.33,1417173173,3287260,"Asia",759933646324.239,911389965029.616,476028496679.306,120027658220.243,-151456318705.377,2388.62119776761,431.110764892342
"Indonesia","IDN",2012,13.3739742350727,66.280608,18.0904197692871,24.5943787881769,917869913365.243,2.91427088,24.9885195110858,43.5937444233376,4.27949999641976,1575809265.32887,40.8733748934867,4.47,250222695,1910930,"Asia",225744403275.759,229362102387.66,166046520263.764,26749215601.4845,-3617699111.90109,3668.21208350123,130.942889064487
"Indonesia","IDN",2013,13.3566991621949,66.280608,17.6039295196533,23.9235763793605,912524136718.018,2.86934805,24.7137962959288,42.6356774375889,6.41251330156414,772907973.606252,41.5165374799893,4.34,253275918,1910930,"Asia",218308408827.835,225519356299.674,160640105877.665,26183493522.6978,-7210947471.83862,3602.88551680629,132.540657166929
"Indonesia","IDN",2014,13.3367549992146,66.280608,17.6715202331543,23.6659845969367,890814755511.291,2.96433568,24.414190988586,41.9283421270033,6.39492540819922,1529360669.72682,42.2421853142869,4.05,256229761,1910931,"Asia",210820082826.541,217485215765.032,157420509760.102,26406739640.326,-6665132938.4906,3476.62485432865,134.086349009985
"Indonesia","IDN",2015,13.4926435578886,62.11215,20.5032997131348,21.1601792598059,860854232717.853,2.92428517,20.7774609817235,40.0478624042506,6.36312113115614,1477924111.31638,43.3090809246806,4.51,259091970,1913580,"Asia",182158298808.724,178863652312.467,176503523427.348,25173832662.6855,3294646496.25723,3322.58167907656,135.396466309221
"Indonesia","IDN",2016,13.4787485470271,64.66011,21.2198009490967,19.0889938536664,931877364033.902,3.02147198,18.3323479486654,39.3084439802081,3.5258051568793,2286361142.87324,43.6417488094502,4.3,261850182,1913580,"Asia",177886012744.14,170835000829.546,197742521737.683,28156413442.2469,7051011914.59378,3558.81885174287,136.837854701659
